baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000419	444.109235365985	-0.082228538292231	0.10028842072226	-0.8199205621151	0.41226139401741	0.528143158916086
ENSG00000000457	461.293598047265	-0.345661912171317	0.0836936339877699	-4.13008607347399	3.62627442599087e-05	0.000210582702325947
ENSG00000000460	179.977221929575	0.31560734875417	0.103878155538385	3.03824559762756	0.0023795993130678	0.00776904732557457
ENSG00000000938	12298.7950668482	0.0757013413540464	0.150236360708799	0.503881623575648	0.614344564729738	0.711652227113275
ENSG00000000971	162.406115087188	-0.134273114818815	0.267300570587054	-0.502330071813616	0.615435359297982	0.71259477796237
ENSG00000001036	1281.17682877142	0.343236868099588	0.132252397100009	2.59531680049649	0.00945037679800614	0.0246058109542254
ENSG00000001084	542.58508829555	-0.241504203256373	0.0750188825016766	-3.21924554462638	0.00128528375040069	0.00461851773164359
ENSG00000001167	647.093240470284	-0.415658786518429	0.080302219182273	-5.17618056824745	2.26474280412834e-07	2.49834948517258e-06
ENSG00000001460	119.80307696598	0.015976310040347	0.128048554250942	0.12476759408808	0.900707543047881	0.930974908028507
ENSG00000001461	1280.19911953635	-0.424807430724607	0.0957890511164318	-4.43482241209648	9.21482176706171e-06	6.49533790894256e-05
ENSG00000001497	1086.65097471228	-0.0322531575569791	0.0553111839943844	-0.583121806979466	0.559811304565755	0.664373710928045
ENSG00000001561	351.843443052414	-0.337410691873343	0.137644047276878	-2.45132788920849	0.0142330234740436	0.0343328297947052
ENSG00000001629	321.002694848834	-0.00350472707888044	0.0797666324304847	-0.0439372576237909	0.964954416675418	0.976114271144945
ENSG00000001630	665.499447414704	0.483249654309136	0.177183357752575	2.72739867016157	0.00638358606480203	0.0177533562697728
ENSG00000001631	371.044303173304	-0.363611578829953	0.106554936614427	-3.41243297009968	0.00064385759288234	0.00254710063744254
ENSG00000002016	194.163859660401	-0.038365002453727	0.147148421266648	-0.260723167285673	0.79430599889366	0.855237603866995
ENSG00000002330	510.576192249439	0.318716629369109	0.0644768134525373	4.94312005049262	7.68821074195716e-07	7.20987056960928e-06
ENSG00000002549	3658.20639226349	0.458415508882387	0.215811842426073	2.12414436450316	0.033658073746359	0.0707094532936172
ENSG00000002586	4015.53618453647	0.50830781966773	0.0816911518690868	6.22231181759211	4.89882189636882e-10	1.07665219011306e-08
ENSG00000002587	49.2801472443659	0.0724277178074336	0.194219372348648	0.372917062451508	0.709210172569488	0.789532876329198
ENSG00000002822	1517.78118920431	0.110661760391994	0.10093377941641	1.09637983469787	0.272912584985782	0.385247815674374
ENSG00000002834	3239.73746413912	-0.0158362412876043	0.0947700168483283	-0.167101809351252	0.86728994237637	0.907663602825721
ENSG00000002919	887.651661646042	-0.265237530739533	0.131202015699482	-2.02159646195573	0.0432180578766716	0.0871751757327214
ENSG00000002933	487.12476642308	-0.784001625457572	0.658860537806358	-1.18993562441585	0.234071695259212	0.341789867796444
ENSG00000003056	5950.96798629729	-0.02364935186848	0.0630217917919109	-0.375256735742564	0.707469538860369	0.788277655007172
ENSG00000003147	108.430766030021	0.731298690183804	0.158098167295543	4.62559878266483	3.73517731769043e-06	2.93360872165827e-05
ENSG00000003249	78.0690370556192	-0.838527052770803	0.278138531025963	-3.01478205726387	0.00257163973108941	0.00827416717282697
ENSG00000003393	240.069996731749	-0.334716800886618	0.144435056789057	-2.31742077254459	0.0204808218674538	0.0468377671202158
ENSG00000003400	720.345106267126	-0.149030019158788	0.110875465711778	-1.34412079536328	0.178909328525897	0.276205239776352
ENSG00000003402	3833.83013556017	0.0268919053886931	0.0725365405380323	0.370735979262661	0.710834189431595	0.790929915493035
ENSG00000003436	239.28591205786	0.924218709843087	0.169072943074562	5.46639038178629	4.59292233243454e-08	6.03795525849804e-07
ENSG00000003509	296.161542522974	-0.336355650501625	0.0800323579418302	-4.20274572874759	2.63696742981134e-05	0.000161599095543777
ENSG00000003756	2507.31041734667	-0.439280237108546	0.0775368641512643	-5.66543723320519	1.46650100649286e-08	2.23398145029369e-07
ENSG00000004059	2459.04060858098	0.280595603057498	0.0619655961288935	4.52824826334013	5.9474680388265e-06	4.44314913278282e-05
ENSG00000004139	377.812103652717	-0.358680288277454	0.103752802293238	-3.45706602953923	0.000546091024800493	0.00220235015867627
ENSG00000004142	1864.83571614456	0.397971305808201	0.0622944590587841	6.38855063229067	1.67465377225649e-10	4.20527803709018e-09
ENSG00000004399	942.510894085585	-0.278886582845777	0.155245409192707	-1.79642402500671	0.0724271057546347	0.133662798205759
ENSG00000004455	2586.80734546498	0.0958529853279868	0.060077668841545	1.59548443167459	0.110603948667249	0.188274191449069
ENSG00000004468	978.319877854558	1.63214786190264	0.201621829732309	8.09509498088387	5.72196877586478e-16	4.156347601768e-14
ENSG00000004478	784.382619621979	0.0703882257664938	0.0866616047563766	0.812219274779984	0.416665821439265	0.532565112460944
ENSG00000004487	1631.71698030874	-0.0877038906823864	0.051080831520563	-1.71696286202938	0.0859859578145278	0.154165591914849
ENSG00000004534	1989.90562383567	-0.229973361040089	0.0921234802981897	-2.49635988887632	0.012547522699248	0.031047632668251
ENSG00000004660	193.868991927995	-0.0912312613775644	0.18976665011874	-0.480754976285239	0.63069065308823	0.72548892607635
ENSG00000004700	1489.70369662963	-0.0469831068448774	0.106576449231325	-0.440839483617063	0.659329207068508	0.750176603122107
ENSG00000004766	359.165745345693	-0.4408072641028	0.0902379892519368	-4.88494111800412	1.03459767560049e-06	9.409425051903e-06
ENSG00000004777	44.6743981273127	-0.102400646814873	0.242350275232268	-0.42253158869629	0.672637048813368	0.76040574488644
ENSG00000004779	798.384027759631	0.518109429283854	0.0772918885162959	6.7032833487387	2.03787753502142e-11	6.40611038331795e-10
ENSG00000004799	625.377213137421	0.101519838959493	0.341013776828591	0.297700110252499	0.765932059271586	0.834612126964555
ENSG00000004809	118.495670726186	1.39040894271014	0.400745092507112	3.46955949980964	0.000521312585166589	0.00211903759326173
ENSG00000004864	246.172185521551	0.154603551099029	0.0842923820613164	1.83413432291623	0.0666340576113806	0.125086009448025
ENSG00000004866	296.612846401296	0.618649294954156	0.112741161284199	5.48734187148082	4.08026988068697e-08	5.43627252393704e-07
ENSG00000004897	717.496040095266	0.319431116332882	0.0631372705910078	5.05931145491069	4.20773102590743e-07	4.26646670347727e-06
ENSG00000004961	450.982946666205	-0.21795437382232	0.0810845261334819	-2.68798973386762	0.00718836066419877	0.0195723746420169
ENSG00000004975	647.412299206686	-0.109366285176708	0.071769071504021	-1.52386373245167	0.127542754881833	0.211371126516593
ENSG00000005007	1555.39650472627	-0.381954023507871	0.0758364398802291	-5.03655002939357	4.73997264547827e-07	4.75365275373745e-06
ENSG00000005020	1781.45518770656	0.399994490627762	0.161959095359063	2.46972539418656	0.013521680581456	0.0330258828335447
ENSG00000005022	3356.76001037411	0.245216932813306	0.0940116959876664	2.60836622759658	0.00909755628604441	0.0238174060618353
ENSG00000005059	2615.15944286063	0.123911624428509	0.0699650807863346	1.77104954408502	0.0765524633150707	0.140044823682678
ENSG00000005075	837.206484651799	0.290836297319051	0.0838369469857733	3.4690707113703	0.000522261975611501	0.00212222573338719
ENSG00000005100	60.9358321111496	0.184024001538847	0.128738048798394	1.42944532138304	0.152876280030337	0.243862324112909
ENSG00000005102	43.2071018132471	-0.187625893358359	0.283148140973892	-0.662642151606637	0.50755976718435	0.617788121432281
ENSG00000005156	626.727255262451	0.00212526456977866	0.0673568066800912	0.0315523356068902	0.974829055119807	0.982788011841373
ENSG00000005175	474.137168134267	-0.113844407079239	0.0958586689989614	-1.18762766339341	0.234980134112174	0.342870519981492
ENSG00000005187	111.640098377527	-0.688871220095419	0.186676898949866	-3.69017925608686	0.000224096082990283	0.00102279138764858
ENSG00000005194	1010.83004559249	0.0894428593370054	0.0562756913593825	1.58936935604778	0.111977028775699	0.190359468328596
ENSG00000005206	970.329855204112	-0.121342479391452	0.112977571919006	-1.07404042528408	0.282804563578505	0.396382674580709
ENSG00000005238	863.578991132548	0.135642804192895	0.128585363103035	1.05488526002921	0.291477804376652	0.405226008960923
ENSG00000005243	64.1300456362525	-0.222100956317727	0.188158804783744	-1.18039098182514	0.237844747049593	0.346002479386357
ENSG00000005249	1346.00866787876	1.95974047329532	0.305132217753192	6.42259440096381	1.33971115024303e-10	3.45183692558609e-09
ENSG00000005302	1740.82298025664	-0.149457759122302	0.0604404835579515	-2.47280879179266	0.0134055845698646	0.0327984016774024
ENSG00000005339	1787.75515502307	-0.177246929092649	0.0877442372607642	-2.02004068444854	0.0433791676266657	0.0874452740947069
ENSG00000005379	432.884371417795	-0.304981866309811	0.160888920932547	-1.89560514510304	0.0580122764206306	0.111579658292585
ENSG00000005381	330.065325396969	1.89290892785368	0.479980801976786	3.94371799884036	8.02279937231196e-05	0.000422148781085415
ENSG00000005436	331.963122979307	-0.0448116121702862	0.0936673217359519	-0.478412442458962	0.632356679470681	0.726852696508522
ENSG00000005448	481.912368303915	0.110921308471779	0.112975968800228	0.981813297551074	0.326191835875735	0.442435745738404
ENSG00000005469	179.761992141848	-0.55760233271365	0.141141711159072	-3.95065589140555	7.79373134364743e-05	0.000411009039726312
ENSG00000005471	81.0877168481454	-0.498484447556703	0.270990019395366	-1.83949375209067	0.0658425960330048	0.123817208892254
