logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000089041	0.973304542385514	6.93813373598876	6.10024209468481	1.74039852023251e-05	0.0629296131911395	3.09406201344764
ENSG00000185567	-1.02412874173539	4.57085537963393	-6.15294136354463	1.57999746472028e-05	0.0629296131911395	3.07529052437967
ENSG00000228896	0.837628366523338	4.05891047935157	6.00674838605551	2.06801226392177e-05	0.0629296131911395	2.78366593958459
ENSG00000120729	0.841276144566162	3.58943415233265	6.03986521421022	1.94518802921388e-05	0.0629296131911395	2.7281955390952
ENSG00000127483	0.479744914590633	7.61283143556967	5.79976409454281	3.0424253354775e-05	0.0693268236037969	2.58766000122138
ENSG00000277400	-0.717635728663368	2.72686650638324	-6.0238809657331	2.00349472793086e-05	0.0629296131911395	2.42688897811918
ENSG00000130770	-0.461045977376669	6.24512152143189	-5.62473735201358	4.23598268931848e-05	0.0716116406866452	2.3021948708138
ENSG00000140265	0.506282343816949	4.87330761284445	5.47390650064453	5.65238180138052e-05	0.0729386776906375	2.01070836565032
ENSG00000066739	0.646706237309354	6.17187990470566	5.45482616393248	5.86369232485128e-05	0.0729386776906375	2.00863401827828
ENSG00000239672	-0.565119420367311	5.55135301222234	-5.40550782308312	6.44861236819384e-05	0.0729386776906375	1.91556753805104
ENSG00000181090	0.729612175672994	5.70013399083787	5.38483787698373	6.71141299815265e-05	0.0729386776906375	1.88265161990015
ENSG00000258947	-1.04968688849419	6.82374974932373	-5.3474779695838	7.2148819609792e-05	0.0731829526908657	1.81692768399818
ENSG00000099957	-0.946210921875919	2.64135875163007	-5.56172381670288	4.77677094132212e-05	0.072678569872216	1.76457394744221
ENSG00000164082	-1.40324875109786	1.76880667181064	-5.67533039677306	3.84790355157944e-05	0.0716116406866452	1.55881119653915
ENSG00000174807	-1.13300808568238	1.26718046567201	-5.77465878790348	3.18953509843298e-05	0.0693268236037969	1.44442647188497
ENSG00000177595	0.598377727443721	4.87564522007544	5.14326785318838	0.000107471249843035	0.0886120081130205	1.43848425497767
ENSG00000095787	0.419932093728307	7.37973179214062	5.11143203505614	0.000114412515185808	0.0886120081130205	1.3994131709668
ENSG00000276497	-0.639337347619059	5.50670170787328	-5.10356563987829	0.000116197829075158	0.0886120081130205	1.38329841002704
ENSG00000168283	0.520735362250911	6.42422168284795	5.09492510255579	0.000118191974816963	0.0886120081130205	1.37352836586105
ENSG00000134294	0.923200678241732	7.79065461945851	5.08616630534659	0.000120249445735592	0.0886120081130205	1.35086369857696
ENSG00000106069	0.472354820768234	5.94545176327772	5.07187677719994	0.000123685705679598	0.0886120081130205	1.33149557925743
ENSG00000084090	0.42883821420956	7.33766000633487	4.99716095412138	0.000143374415694491	0.0886120081130205	1.19492163742083
ENSG00000257093	0.487601585187706	7.10715069524442	4.98930403812689	0.000145624448254117	0.0886120081130205	1.1818295849944
ENSG00000075415	-0.3477965658668	7.72508817662095	-4.90424165790004	0.000172443874646751	0.0958754654310587	1.02522820954308
ENSG00000137267	-0.907012261493757	7.81814935084366	-4.83490561274686	0.000198039686783645	0.100439127813772	0.898790038863769
ENSG00000124302	-0.886757570724218	2.15360870654158	-5.0364045261319	0.000132660253308731	0.0886120081130205	0.878296774796108
ENSG00000159256	0.455338558822535	5.27311386801213	4.77080818845523	0.000225175206953034	0.106566616696445	0.78186896107948
ENSG00000183751	-0.389683726453007	4.06265028742682	-4.78105364144785	0.000220593872633693	0.106566616696445	0.758676349447455
ENSG00000100276	-0.777129888784621	2.22706612475089	-4.96961597806577	0.00015142374044946	0.0886120081130205	0.755385011912691
ENSG00000276657	-0.738929059310943	3.0099569136851	-4.846899117027	0.000193347661685828	0.100439127813772	0.731155573299382
ENSG00000103404	0.566013974706109	6.01877088982934	4.72978226906534	0.00024452111220542	0.106566616696445	0.709492132518467
ENSG00000237037	-1.07152214300935	2.53028519374215	-4.89274960202817	0.000176438582456105	0.0958754654310587	0.69304820873287
ENSG00000181396	-0.472480387358841	4.37068367985984	-4.72558250357001	0.000246595474831546	0.106566616696445	0.677923069961833
ENSG00000188269	1.90475592665765	1.79883392586339	5.0082880250612	0.000140248972640126	0.0886120081130205	0.663561661123246
ENSG00000106153	-0.327624388706286	7.17535279258171	-4.70076160882314	0.000259229259736464	0.106566616696445	0.655987277505181
ENSG00000105856	0.467475815970952	5.80159998818107	4.69586248283189	0.000261800356256728	0.106566616696445	0.647183128590388
ENSG00000100242	0.453150776830935	8.81527007699666	4.68965216508168	0.000265097208730412	0.106566616696445	0.629057666708301
ENSG00000154277	-0.669116548093772	8.63346835359106	-4.67089041475064	0.000275318183495709	0.106566616696445	0.596027512765485
ENSG00000164463	0.326769453900079	5.73260543208479	4.65022556458276	0.000287044562813926	0.106566616696445	0.562970672057562
ENSG00000228716	0.441104132370296	5.59950627281964	4.64694649975405	0.000288951815993799	0.106566616696445	0.55660358395823
ENSG00000185215	-0.721341150241871	4.51831061408048	-4.65514396564336	0.000284207955567063	0.106566616696445	0.55647589066699
ENSG00000006015	-0.455463818481938	5.00409955555431	-4.6271398079678	0.000300751721157111	0.106566616696445	0.516684122755833
ENSG00000237889	-0.708406933788016	4.78322082044037	-4.59451876503708	0.000321272866874494	0.11006590784476	0.453364320906062
ENSG00000105402	-0.390677661784024	6.43739540243088	-4.58801654428596	0.000325531768190221	0.11006590784476	0.447967259164727
ENSG00000173267	-0.816558951529464	6.75436113018711	-4.57135003009304	0.000336714165618693	0.110078936046511	0.416806356225724
ENSG00000081692	-0.662631587757725	3.07117699195262	-4.62644560490988	0.000301174138544013	0.106566616696445	0.381264846234936
ENSG00000103994	0.376747740460448	7.46882576817507	4.53109148891631	0.000365376482401694	0.110078936046511	0.342261914859575
ENSG00000181789	-0.346778284321707	6.44274371476719	-4.52156381816839	0.000372517774470086	0.110078936046511	0.324363650187875
ENSG00000127561	-0.68024033403363	5.48039668141402	-4.50933630766008	0.00038189235019749	0.110078936046511	0.301822210938306
ENSG00000260280	0.699913351848257	3.79253174310437	4.52740849343555	0.000368120252798392	0.110078936046511	0.29274579534426
ENSG00000164919	-0.28826272601399	6.9348280558146	-4.45374196683353	0.000427654704036897	0.110078936046511	0.198004668735832
ENSG00000105568	-0.435834038598057	7.56615483154907	-4.4454961266614	0.000434904603967931	0.110078936046511	0.183148091743168
ENSG00000139410	-0.661241360803047	3.00148264501466	-4.51079929114024	0.000380758120816998	0.110078936046511	0.181409048875743
ENSG00000120509	-0.311481749328557	4.6023396909326	-4.43848786984639	0.000441165046936394	0.110078936046511	0.166473190782045
ENSG00000128585	0.409994293050824	6.8899495402899	4.43557967483401	0.000443789877851564	0.110078936046511	0.164005866569718
ENSG00000265354	-0.335544062937033	4.89104463522704	-4.42416197603459	0.000454250267185872	0.110078936046511	0.142892111904111
ENSG00000104888	-2.90555289133351	3.34787130244773	-4.46891840927345	0.000414632370463945	0.110078936046511	0.135031857629122
ENSG00000109670	-0.539011960480093	5.54984278486536	-4.41656848712023	0.000461346181267212	0.110078936046511	0.129267914863292
ENSG00000188290	-0.576506435981968	3.1496244241516	-4.45281652749545	0.000428462179234466	0.110078936046511	0.101253421238596
ENSG00000078401	-1.00943042503673	3.86565268811959	-4.41576489515455	0.000462103709459907	0.110078936046511	0.0968294230224238
ENSG00000170430	-0.497135599552314	3.26897559601927	-4.42755677863786	0.000451114059348093	0.110078936046511	0.0735148469702658
ENSG00000162980	0.445033680169704	5.46124428090291	4.38446351207718	0.000492620588197683	0.110078936046511	0.0692586409251286
ENSG00000168653	-0.312289671322139	6.84049234862738	-4.36941806831897	0.000508013299985907	0.110078936046511	0.0399767374585593
ENSG00000184515	-0.470341474340665	5.34500689474655	-4.35900533202063	0.00051895292063781	0.110078936046511	0.02217736163366
ENSG00000158806	-0.594820085619084	3.74494495201395	-4.37062890701799	0.000506756554360838	0.110078936046511	0.0132207920291858
ENSG00000160862	0.984982502248937	5.87190179864187	4.35336247440889	0.000524981401770276	0.110078936046511	0.0107989885014099
ENSG00000165175	0.800717452646361	7.95419311360748	4.34253306844094	0.000536751715484844	0.110078936046511	-0.00852696329828895
ENSG00000189319	0.384327718091048	6.31004645826161	4.33463947209021	0.000545500420451393	0.110078936046511	-0.0258787935930904
ENSG00000273814	1.17699834548824	3.03945689237445	4.38421299324713	0.000492872953473526	0.110078936046511	-0.0337558282193458
ENSG00000166816	-0.506993713577711	3.90861713452096	-4.33161847610028	0.00054888702689877	0.110078936046511	-0.0472729276487467
