logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000159251	2.08875175973465	5.84055855760127	8.96005053136561	8.35496621141963e-07	0.0111179535375361	4.03376034167794
ENSG00000138074	0.952729253388456	6.88195073239482	5.42232173959629	0.00013255617096098	0.446189871840425	0.900805358452723
ENSG00000106258	1.6090896610779	3.52763402041702	5.4398014661358	0.000128754202469104	0.446189871840425	0.358745225149723
ENSG00000094755	1.44091888892579	4.49965023206053	5.050164286735	0.000248803605653855	0.446189871840425	0.20806843531297
ENSG00000139219	1.13842175253643	7.71043799109592	4.67511648103192	0.000478299571521646	0.446189871840425	-0.128589380748466
ENSG00000026559	1.22376833347853	5.19950046182422	4.67366064323892	0.00047953180979429	0.446189871840425	-0.138448595839273
ENSG00000170961	1.5794448308172	4.41899867801732	4.75467610039435	0.000415732849521012	0.446189871840425	-0.169800831624134
ENSG00000118785	1.28562256231639	7.21835300209851	4.55616883811519	0.000590722721596449	0.446189871840425	-0.2547667267297
ENSG00000111424	-1.47022477080321	2.53175186220323	-5.21213774448069	0.000188720328499364	0.446189871840425	-0.292034711898178
ENSG00000164649	-1.54560550613534	5.58247904240766	-4.5365922996276	0.000611711997804294	0.446189871840425	-0.3179794532134
ENSG00000133805	-1.48161883202386	3.8703210999117	-4.70044274113627	0.00045738267437471	0.446189871840425	-0.419134944975657
ENSG00000161714	0.706589218482253	5.45064812875885	4.41704532289456	0.00075785586996609	0.486509859666031	-0.458719866720602
ENSG00000163453	1.56491346446405	1.47374197449199	5.25876931207852	0.000174401853400401	0.446189871840425	-0.507321746477467
ENSG00000014257	2.49502107083112	3.24089576900824	4.6411896096502	0.000507891765818377	0.446189871840425	-0.572863393477593
ENSG00000240303	-0.669062947791907	5.97762706507093	-4.24106158568941	0.00104204286385542	0.533069725663944	-0.683020952408018
ENSG00000138303	-0.779659070413207	5.74250911728953	-4.24726937442437	0.00103034107512291	0.533069725663944	-0.68768117263802
ENSG00000151917	0.986882295779794	2.42524522686557	4.72392014095142	0.000438843028272434	0.446189871840425	-0.719210627623583
ENSG00000053747	-1.0785150941271	3.21571719544406	-4.54569711933057	0.000601855376890846	0.446189871840425	-0.746850564228294
ENSG00000118777	0.957931327262853	6.93721198483887	4.13039107054329	0.00127535072050999	0.533069725663944	-0.839243177404917
ENSG00000206208	0.937615738862972	4.41422325924461	4.19360141373524	0.0011361701295511	0.533069725663944	-0.882913930155563
ENSG00000178802	-1.05809143665566	6.00072933730349	-4.1045385597556	0.00133723668395759	0.533069725663944	-0.885653795315784
ENSG00000101197	-2.40704436586745	4.88982638789971	-4.1951747309499	0.00113291310497539	0.533069725663944	-0.901970704382771
ENSG00000206281	1.19676631050049	4.09210311263458	4.2135449161077	0.00109558964113603	0.533069725663944	-0.909154123868255
ENSG00000110328	-1.83313095367387	2.75546330790782	-4.51384371156929	0.000637078797998654	0.446189871840425	-0.919780743902766
ENSG00000099338	1.08727748340003	3.82062835379295	4.2054829503746	0.00111181058006111	0.533069725663944	-0.969447408666119
ENSG00000173578	2.29586798618772	2.0365527081274	4.55422587582994	0.00059277203186094	0.446189871840425	-0.976424504860116
ENSG00000135074	0.93762266386582	6.27063826327569	4.01313840032606	0.00158197922054194	0.533069725663944	-1.00611252174041
ENSG00000160190	0.932109752956937	4.01609040598714	4.14105021826739	0.00125070182088016	0.533069725663944	-1.01593297165759
ENSG00000005448	-1.61815524335848	5.5101586423915	-4.0257289814376	0.00154569693409802	0.533069725663944	-1.03520621058543
ENSG00000132589	0.495951300105788	6.7106682661388	3.99059304970054	0.00164915293037358	0.535250684011738	-1.03557905410985
ENSG00000153064	1.22917980776064	1.6690424407695	4.59602924592787	0.000550266778329303	0.446189871840425	-1.0412747539768
ENSG00000148484	0.542979583941427	5.5221309480443	3.9624287817366	0.00173720862698344	0.535439738285866	-1.10136577730641
ENSG00000176928	1.184391451966	2.75395813861947	4.22631188791162	0.00107040045336297	0.533069725663944	-1.16666776357724
ENSG00000253882	-2.09204930051851	2.23560401093214	-4.40982394174039	0.000767769373486635	0.486509859666031	-1.16793912762782
ENSG00000151834	-2.04938174327714	1.48241927186077	-4.59645872098696	0.000549846922679769	0.446189871840425	-1.17396104062509
ENSG00000171843	-1.30732483127746	3.43007856951692	-4.13616068052206	0.00126194712147714	0.533069725663944	-1.17873807983527
ENSG00000104723	0.644055476793135	6.65434105706009	3.84878920280949	0.00214450464716153	0.535439738285866	-1.24724416447164
ENSG00000197614	1.63495915811495	3.41372801548369	4.01445821683322	0.0015781351359829	0.533069725663944	-1.28357433013084
ENSG00000105650	-1.26638578594622	3.05199372570811	-4.07440001006997	0.00141330706596409	0.533069725663944	-1.32566166912912
ENSG00000169862	1.00828609360438	4.75335148785317	3.84051588853516	0.00217774009076527	0.535439738285866	-1.33130168755592
ENSG00000116016	0.730286820001578	7.3803887819964	3.78732943327704	0.00240438012172698	0.535439738285866	-1.35527602740207
ENSG00000124374	-0.822740214006579	4.24468593218426	-3.81072116493285	0.00230186682207037	0.535439738285866	-1.44389167512444
ENSG00000124496	-0.803386280159305	4.97971583919139	-3.74957764786606	0.00257978231289578	0.535439738285866	-1.45388287908554
ENSG00000161653	-1.54003240321389	2.31147301881601	-4.09385109634267	0.0013637172332515	0.533069725663944	-1.4653469391013
ENSG00000185008	1.27714611371665	2.40327701817267	4.01911313002783	0.00156465382854847	0.533069725663944	-1.47478303166183
ENSG00000124920	0.844303550620348	5.56241335447841	3.70613961083189	0.00279787496090632	0.535439738285866	-1.4783481616913
ENSG00000171467	-0.777740557168068	6.26164514378048	-3.69735739740989	0.00284420934568355	0.535439738285866	-1.47906126915965
ENSG00000227533	-1.7992277546573	2.56575454707166	-4.0360577961764	0.00151657225590015	0.533069725663944	-1.48111059075379
ENSG00000180815	-1.18857730765882	2.94651940813695	-3.94148985895512	0.00180579538685222	0.535439738285866	-1.50054532601595
ENSG00000134574	-0.694479805009208	6.6241245456286	-3.66181357550819	0.00303987911409885	0.535439738285866	-1.53015774268513
ENSG00000115866	-0.660662005638505	7.54184755757937	-3.66059899162843	0.00304680299989729	0.535439738285866	-1.54575214740653
ENSG00000197774	1.14103655153441	3.04788659546072	3.85097124908267	0.00213582589715455	0.535439738285866	-1.55443502331089
ENSG00000112902	0.791637853867187	6.15803427258417	3.63234893464902	0.00321246300363939	0.535439738285866	-1.57656052207651
ENSG00000204856	-1.26800153709949	4.32243341667806	-3.7100178953169	0.0027776594056621	0.535439738285866	-1.58423706594467
ENSG00000141837	-1.24274926852124	4.33948781433134	-3.70622284331567	0.0027974395379471	0.535439738285866	-1.58617194684492
ENSG00000145335	0.812125540430789	3.43642819904798	3.77842674135506	0.00244461294432126	0.535439738285866	-1.58621228393463
ENSG00000258545	1.02737524297493	5.53276512195465	3.6280733608605	0.00323832342803771	0.535439738285866	-1.5966295294261
ENSG00000108679	1.43761916532311	4.97666271828676	3.64488377353538	0.00313785344114296	0.535439738285866	-1.59980393341107
ENSG00000136167	0.799178133002768	8.77018837471412	3.66693702402001	0.0030108484251915	0.535439738285866	-1.60171286247493
ENSG00000166171	-1.01864050411408	4.15851490576984	-3.7045945592203	0.00280597033140445	0.535439738285866	-1.60396070039909
ENSG00000214357	1.61194559986345	3.91378567656889	3.71049781307139	0.0027751682265861	0.535439738285866	-1.60596820674554
ENSG00000152409	-0.867966597010936	5.41218244191717	-3.618403467858	0.00329759606390463	0.535439738285866	-1.6213427739106
ENSG00000136261	0.520359310944371	7.05787028437084	3.60194633331121	0.00340102451356883	0.535439738285866	-1.62493973934118
ENSG00000071994	0.550697149387184	5.67300396013522	3.59525009369627	0.0034440484355379	0.535439738285866	-1.64110267069011
ENSG00000187123	1.43907299737829	3.92109068561194	3.68210111927816	0.00292657122377249	0.535439738285866	-1.64230054415144
ENSG00000184292	1.5170730495046	5.7153051281635	3.59048478541083	0.00347500302557005	0.535439738285866	-1.65159423114896
ENSG00000172936	0.820502757116436	4.46368960945932	3.61511108248763	0.0033180283226301	0.535439738285866	-1.6763989393834
ENSG00000151640	-1.0827084136898	4.00238740836027	-3.66201811203024	0.00303871470795832	0.535439738285866	-1.68291929518171
ENSG00000106404	1.08600845261562	3.20618242214183	3.72419625318843	0.00270501563254767	0.535439738285866	-1.6885654206989
ENSG00000183087	0.950178030220438	6.01487390110621	3.5598068767502	0.00368117521734159	0.535439738285866	-1.68946267431405
ENSG00000283060	1.26879616655876	5.73024827491892	3.56308796862409	0.00365854275752498	0.535439738285866	-1.69084401857609
ENSG00000155324	0.625386213531124	4.31125113594324	3.60034210954084	0.00341128169471697	0.535439738285866	-1.71109458971931
ENSG00000134207	-1.19769802863199	3.72850112648026	-3.66514005136192	0.00302099816928506	0.535439738285866	-1.71891620101291
